Item Managed by,External ID,Item Name/Number,Item Options,SIZE,COLOR,Packaging,NDC Item,Matrix Type,Subitem of,Display Name/Code,Vendor Name/Code,Manufacturer,UOM to Each,UOM to Each Type,Units Type,Stock Description,Purchase Price,Item Defined Cost,Base Price,Shipping Category,Shipping Rate,Logo - Free Shipping,Actual Shipping,Application,Product Name,Detailed Description,Web Store Description,Page Title,Meta Tag HTML,Warranty,Return Policy,Attribute Set,Original Description,Other Options,form,Catalogue,Catalogue hierarchy
AUTOMATION,1000000077,GR781625-CS,Color|Size,12 x 24 inch,White,Case,,Child Matrix Item,1000000071,781625,NDC Homecare LLC,Graham Medical,,CS,Case,,23.35,24.5175,30.355,,,,,,"Graham Medical Disposable Towels White, 12"" X 24""",,,,,,,Supply Compression,"Barbee Sanek® Towel, White, 12"" x 24"", Deluxe 3-Ply 500/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000078,GR173-CS,Size,13½ x 18 inch,,Case,,Child Matrix Item,1000000071,173,NDC Homecare LLC,Graham Medical,500,CS,Case,500/Case,16.95,17.7975,22.035,,,,,,"Graham Medical Disposable Towels 13½"" X 18"" - 500/cs",,,,,,,Supply Compression,"Tissue-Overall Embossed Towel, 13½"" x 18"", Mauve, 3-Ply, 500/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000083,GR321-MI,,,,,,Parent Matrix Item,,321,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Drape & Bed Sheets,<p>Tissue/Poly Standard Drape consists of tissue bonded to a fluid-resistant sheet of polyethylene that will absorb fluid on one side and protect on the other!</p>,<p>Tissue/Poly Standard Drape consists of tissue bonded to a fluid-resistant sheet of polyethylene that will absorb fluid on one side and protect on the other!</p>,Graham Medical Drape & Bed Sheets|321,"<meta name= ""description"" content=""Buy Graham Medical Drape & Bed Sheets at best price from medicaleshop.com"" /><meta name=""keywords"" content=""321"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000084,GR322-CS,Size|Color,40 x 72 inch,White/ Blue,Case,,Child Matrix Item,1000000083,322,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,22.65,23.7825,29.445,,,,,,"Graham Medical Drape & Bed Sheets 40"" X 72"", White/ Blue - 50/cs",,,,,,,Supply Compression,"Bed Sheet, 40"" x 72"", White/ Blue, 50/cs (40 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000084,GR320-CS,Size|Color,40 x 48 inch,White/ Blue,Case,,Child Matrix Item,1000000083,320,NDC Homecare LLC,Graham Medical,100,CS,Case,100/Case,26.06,27.363,33.878,,,,,,"Graham Medical Drape & Bed Sheets 40"" X 48"", White/ Blue - 100/cs",,,,,,,Supply Compression,"Standard Drape Sheet, 40"" x 48"", White/ Blue, 100/cs (42 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000084,GR323-CS,Size|Color,40 x 90 inch,White/ Blue,Case,,Child Matrix Item,1000000083,323,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,26.36,27.678,34.268,,,,,,"Graham Medical Drape & Bed Sheets 40"" X 90"", White/ Blue - 50/cs",,,,,,,Supply Compression,"Bed Sheet, 40"" x 90"", White/ Blue, 50/cs (36 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000084,GR321-CS,Size|Color,40 x 60 inch,White/ Blue,Case,,Child Matrix Item,1000000083,321,NDC Homecare LLC,Graham Medical,100,CS,Case,100/Case,32.37,33.9885,42.081,,,,,,"Graham Medical Drape & Bed Sheets 40"" X 60"", White/ Blue - 100/cs",,,,,,,Supply Compression,"Standard Drape Sheet, 40"" x 60"", White/ Blue, 100/cs (40 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000088,GR43654-MI,,,,,,Parent Matrix Item,,43654,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Drape Sheets,<p>SpaEssentials® Drapes are soft and opaque for comfortable client coverage.</p>,<p>SpaEssentials® Drapes are soft and opaque for comfortable client coverage.</p>,Graham Medical Drape Sheets|43654,"<meta name= ""description"" content=""Buy Graham Medical Drape Sheets at best price from medicaleshop.com"" /><meta name=""keywords"" content=""43654"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000089,GR43656-CS,Size|Color,40 x 72 inch,White,Case,,Child Matrix Item,1000000088,43656,NDC Homecare LLC,Graham Medical,,CS,Case,,17.48,18.354,22.724,,,,,,"Graham Medical Drape Sheets 40"" X 72"", White",,,,,,,Supply Compression,"SpaEssentials® Drape Sheet, 3-Ply, 40"" x 72"", White, 50/cs (40 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000089,GR43654-CS,Size|Color,40 x 48 inch,White,Case,,Child Matrix Item,1000000088,43654,NDC Homecare LLC,Graham Medical,100,CS,Case,100/Case,14.63,15.3615,19.019,,,,,,"Graham Medical Drape Sheets 40"" X 48"", White - 100/cs",,,,,,,Supply Compression,"SpaEssentials® Drape Sheet, 2-Ply, 40"" x 48"", White, 100/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000091,GR51823-MI,,,,,,Parent Matrix Item,,51823,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Elite Headbands,<p>Keeps hair off face during spa treatments. Features a convenient velcro closure. Wide enough to fully cover ear.</p>,<p>Keeps hair off face during spa treatments. Features a convenient velcro closure. Wide enough to fully cover ear.</p>,Graham Medical Elite Headbands|51823,"<meta name= ""description"" content=""Buy Graham Medical Elite Headbands at best price from medicaleshop.com"" /><meta name=""keywords"" content=""51823"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000092,GR53300-CS,Color,,White,Case,,Child Matrix Item,1000000091,53300,NDC Homecare LLC,Graham Medical,24,CS,Case,24/Case,38.98,40.929,50.674,,,,,,"Graham Medical Elite Headbands 2½"" X 16"", White - 24 Pk/cs",,,,,,,Supply Compression,"SpaEssentials®, 2½"" x 16"", White, Disposable 4/pk, 24 pk/cs","[{""text"":""2½\"" x 16\"""",""tag"":""DIMENSION""}]",MES PART FORM,Walking Aids,Master
AUTOMATION,1000000092,GR51823-CS,Color,,White,Case,,Child Matrix Item,1000000091,51823,NDC Homecare LLC,Graham Medical,10,CS,Case,10/Case,105.04,110.292,136.552,,,,,,"Graham Medical Elite Headbands 2½"" X 16"", White - 10 Pk/cs",,,,,,,Supply Compression,"SpaEssentials®, 2½"" x 16"", White, Disposable 48/pk, 10 pk/cs","[{""text"":""2½\"" x 16\"""",""tag"":""DIMENSION""}]",MES PART FORM,Walking Aids,Master
AUTOMATION,1000000094,GR85186-MI,,,,,,Parent Matrix Item,,85186,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Elite Lab Coat,"<p>Full length, long sleeve, white lab coat with full collar and snap closures. Made of soft, heavyweight, spunbound material for greater comfort during extended wear. Non-absorbent. Raglan sleeves with full knit cuffs. Three pockets. White.</p>","<p>Full length, long sleeve, white lab coat with full collar and snap closures. Made of soft, heavyweight, spunbound material for greater comfort during extended wear. Non-absorbent. Raglan sleeves with full knit cuffs. Three pockets. White.</p>",Graham Medical Elite Lab Coat|85186,"<meta name= ""description"" content=""Buy Graham Medical Elite Lab Coat at best price from medicaleshop.com"" /><meta name=""keywords"" content=""85186"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000095,GR85185-CS,Size|Color,Large,White,Case,,Child Matrix Item,1000000094,85185,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,141.09,148.1445,183.417,,,,,,"Graham Medical Elite Lab Coat Large, White - 50/cs",,,,,,,Supply Compression,"Labmates Jacket, 3-Pocket, Large, Nonwoven, White, 50/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000096,GR85186-CS,Size|Color,X-Large,White,Case,,Child Matrix Item,1000000094,85186,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,141.09,148.1445,183.417,,,,,,"Graham Medical Elite Lab Coat X-large, White - 50/cs",,,,,,,Supply Compression,"Labmates Jacket, 3-Pocket, X-Large, Nonwoven, White, 50/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000097,GR85180-CS,Size|Size|Color,X-Large,Blue,Case,,Child Matrix Item,1000000094,85180,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,141.09,148.1445,183.417,,,,,,"Graham Medical Elite Lab Coat 3-pocket, X-large, Blue - 50/cs",,,,,,,Supply Compression,"Labmates Coat,  3-Pocket, X-Large, Nonwoven, Blue, 50/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000098,GR85187-CS,Size|Color,X-Small,Blue,Case,,Child Matrix Item,1000000094,85187,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,115.78,121.569,150.514,,,,,,"Graham Medical Elite Lab Coat X-small, Blue - 50/cs",,,,,,,Supply Compression,"Labmates Jacket, 3-Pocket, X-Small, Nonwoven, Blue, 50/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000099,GR85178-CS,Size|Size|Color,Medium,Blue,Case,,Child Matrix Item,1000000094,85178,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,141.09,148.1445,183.417,,,,,,"Graham Medical Elite Lab Coat 3-pocket, Medium, Blue - 50/cs",,,,,,,Supply Compression,"Labmates Coat,  3-Pocket, Medium, Nonwoven, Blue, 50/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000100,GR85181-CS,Size|Color,X-Small,White,Case,,Child Matrix Item,1000000094,85181,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,115.78,121.569,150.514,,,,,,"Graham Medical Elite Lab Coat X-small, White - 50/cs",,,,,,,Supply Compression,"Labmates Jacket, 3-Pocket, X-Small, Nonwoven, White, 50/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000101,GR85183-CS,Size|Color,Small,White,Case,,Child Matrix Item,1000000094,85183,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,115.78,121.569,150.514,,,,,,"Graham Medical Elite Lab Coat Small, White - 50/cs",,,,,,,Supply Compression,"Labmates Jacket, 3-Pocket, Small, Nonwoven, White, 50/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000102,GR85177-CS,Size|Size|Color,Small,Blue,Case,,Child Matrix Item,1000000094,85177,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,115.78,121.569,150.514,,,,,,"Graham Medical Elite Lab Coat 3-pocket, Small, Blue - 50/cs",,,,,,,Supply Compression,"Labmates Coat,  3-Pocket, Small, Nonwoven, Blue, 50/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000103,GR85172-CS,Size|Size|Color,Small,White,Case,,Child Matrix Item,1000000094,85172,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,115.78,121.569,150.514,,,,,,"Graham Medical Elite Lab Coat 3-pocket, Small, White - 50/cs",,,,,,,Supply Compression,"Labmates Coat,  3-Pocket, Small, Nonwoven,  White,  50/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000104,GR85237-CS,Size|Size|Color,4X-Large,White,Case,,Child Matrix Item,1000000094,85237,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,179.04,187.992,232.752,,,,,,"Graham Medical Elite Lab Coat 3-pocket, 4x-large, White - 50/cs",,,,,,,Supply Compression,"Labmates Coat, 3-Pocket, 4X-Large, Nonwoven, White, 50/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000105,GR85235-CS,Size|Size|Color,2X-Large,White,Case,,Child Matrix Item,1000000094,85235,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,152.08,159.684,197.704,,,,,,"Graham Medical Elite Lab Coat 3-pocket, 2x-large, White - 50/cs",,,,,,,Supply Compression,"Labmates Coat, 3-Pocket, 2X-Large, Nonwoven, White, 50/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000106,GR85179-CS,Size|Size|Color,Large,Blue,Case,,Child Matrix Item,1000000094,85179,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,141.09,148.1445,183.417,,,,,,"Graham Medical Elite Lab Coat 3-pocket, Large, Blue - 50/cs",,,,,,,Supply Compression,"Labmates Coat,  3-Pocket, Large, Nonwoven, Blue, 50/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000107,GR85231-CS,Size|Color,2X-Large,Blue,Case,,Child Matrix Item,1000000094,85231,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,152.08,159.684,197.704,,,,,,"Graham Medical Elite Lab Coat 2x-large, Blue - 50/cs",,,,,,,Supply Compression,"Labmates Jacket, 3-Pocket, 2X-Large, Nonwoven, Blue, 50/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000108,GR85229-CS,Size|Color,4X-Large,White,Case,,Child Matrix Item,1000000094,85229,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,179.04,187.992,232.752,,,,,,"Graham Medical Elite Lab Coat 4x-large, White - 50/cs",,,,,,,Supply Compression,"Labmates Jacket, 3-Pocket, 4X-Large, Nonwoven, White, 50/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000109,GR85174-CS,Size|Size|Color,Large,White,Case,,Child Matrix Item,1000000094,85174,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,141.09,148.1445,183.417,,,,,,"Graham Medical Elite Lab Coat 3-pocket, Large, White - 50/cs",,,,,,,Supply Compression,"Labmates Coat,  3-Pocket, Large, Nonwoven, White, 50/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000110,GR85228-CS,Size|Color,3X-Large,White,Case,,Child Matrix Item,1000000094,85228,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,164.73,172.9665,214.149,,,,,,"Graham Medical Elite Lab Coat 3x-large, White - 50/cs",,,,,,,Supply Compression,"Labmates Jacket, 3-Pocket, 3X-Large, Nonwoven, White, 50/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000111,GR85171-CS,Size|Size|Color,X-Small,White,Case,,Child Matrix Item,1000000094,85171,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,115.78,121.569,150.514,,,,,,"Graham Medical Elite Lab Coat 3-pocket, X-small, White - 50/cs",,,,,,,Supply Compression,"Labmates Coat,  3-Pocket, X-Small, Nonwoven, White, 50/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000112,GR85176-CS,Size|Size|Color,X-Small,Blue,Case,,Child Matrix Item,1000000094,85176,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,115.78,121.569,150.514,,,,,,"Graham Medical Elite Lab Coat 3-pocket, X-small, Blue - 50/cs",,,,,,,Supply Compression,"Labmates Coat,  3-Pocket, X-Small, Nonwoven, Blue, 50/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000113,GR85241-CS,Size|Size|Color,4X-Large,Blue,Case,,Child Matrix Item,1000000094,85241,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,179.04,187.992,232.752,,,,,,"Graham Medical Elite Lab Coat 3-pocket, 4x-large, Blue - 50/cs",,,,,,,Supply Compression,"Labmates Coat,  3-Pocket, 4X-Large, Nonwoven, Blue, 50/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000114,GR85236-CS,Size|Size|Color,3X-Large,White,Case,,Child Matrix Item,1000000094,85236,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,164.73,172.9665,214.149,,,,,,"Graham Medical Elite Lab Coat 3-pocket, 3x-large, White - 50/cs",,,,,,,Supply Compression,"Labmates Coat, 3-Pocket, 3X-Large, Nonwoven, White, 50/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000115,GR85232-CS,Size|Color,3X-Large,Blue,Case,,Child Matrix Item,1000000094,85232,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,164.73,172.9665,214.149,,,,,,"Graham Medical Elite Lab Coat 3x-large, Blue - 50/cs",,,,,,,Supply Compression,"Labmates Jacket, 3-Pocket, 3X-Large, Nonwoven, Blue, 50/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000116,GR85175-CS,Size|Size|Color,X-Large,White,Case,,Child Matrix Item,1000000094,85175,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,141.09,148.1445,183.417,,,,,,"Graham Medical Elite Lab Coat 3-pocket, X-large, White - 50/cs",,,,,,,Supply Compression,"Labmates Coat,  3-Pocket, X-Large, Nonwoven, White, 50/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000117,GR85240-CS,Size|Size|Color,3X-Large,Blue,Case,,Child Matrix Item,1000000094,85240,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,164.73,172.9665,214.149,,,,,,"Graham Medical Elite Lab Coat 3-pocket, 3x-large, Blue - 50/cs",,,,,,,Supply Compression,"Labmates Coat,  3-Pocket, 3X-Large, Nonwoven, Blue, 50/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000118,GR85249-CS,Size|Size|Color,5X-LargeNonwoven,Blue,Case,,Child Matrix Item,1000000094,85249,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,186.13,195.4365,241.969,,,,,,"Graham Medical Elite Lab Coat 3-pocket, 5x-largenonwoven, Blue - 50/cs",,,,,,,Supply Compression,"Labmates Coat,  3-Pocket, 5X-LargeNonwoven,  Blue, 50/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000119,GR85233-CS,Size|Color,4X-Large,Blue,Case,,Child Matrix Item,1000000094,85233,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,179.04,187.992,232.752,,,,,,"Graham Medical Elite Lab Coat 4x-large, Blue - 50/cs",,,,,,,Supply Compression,"Labmates Jacket, 3-Pocket, 4X-Large, Nonwoven, Blue, 50/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000120,GR85239-CS,Size|Size|Color,2X-Large,Blue,Case,,Child Matrix Item,1000000094,85239,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,152.08,159.684,197.704,,,,,,"Graham Medical Elite Lab Coat 3-pocket, 2x-large, Blue - 50/cs",,,,,,,Supply Compression,"Labmates Coat,  3-Pocket, 2X-Large, Nonwoven, Blue, 50/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000121,GR85238-CS,Size|Size|Color,5X-Large,White,Case,,Child Matrix Item,1000000094,85238,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,186.13,195.4365,241.969,,,,,,"Graham Medical Elite Lab Coat 3-pocket, 5x-large, White - 50/cs",,,,,,,Supply Compression,"Labmates Coat, 3-Pocket, 5X-Large, Nonwoven, White,  50/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000122,GR85173-CS,Size|Size|Color,Medium,White,Case,,Child Matrix Item,1000000094,85173,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,141.09,148.1445,183.417,,,,,,"Graham Medical Elite Lab Coat 3-pocket, Medium, White - 50/cs",,,,,,,Supply Compression,"Labmates Coat,  3-Pocket, Medium, Nonwoven, White, 50/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000123,GR57476-MI,,,,,,Parent Matrix Item,,57476,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Elite Nitralon Gloves,"<p>Latex and powder free. The sheer contour fit allows for a ""no-glove feel"" for bare-hand sensitivity.</p>","<p>Latex and powder free. The sheer contour fit allows for a ""no-glove feel"" for bare-hand sensitivity.</p>",Graham Medical Elite Nitralon Gloves|57476,"<meta name= ""description"" content=""Buy Graham Medical Elite Nitralon Gloves at best price from medicaleshop.com"" /><meta name=""keywords"" content=""57476"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000124,GR57476-CS,Size,Medium,,Case,,Child Matrix Item,1000000123,57476,NDC Homecare LLC,Graham Medical,1000,CS,Case,1000/Case,74.44,78.162,96.772,,,,,,Graham Medical Elite Nitralon Gloves Medium - 1000/cs,,,,,,,Supply Compression,"Nitralon Gloves, Blue, Medium, 100/bx, 10 bx/cs&nbsp;&nbsp;<Strong style=""color:red"">Max weekly quantity allowed: 20</Strong>",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000125,GR57475-CS,Size,Small,,Case,,Child Matrix Item,1000000123,57475,NDC Homecare LLC,Graham Medical,1000,CS,Case,1000/Case,74.44,78.162,96.772,,,,,,Graham Medical Elite Nitralon Gloves Small - 1000/cs,,,,,,,Supply Compression,"Nitralon Gloves, Blue, Small, 100/bx, 10 bx/cs&nbsp;&nbsp;<Strong style=""color:red"">Max weekly quantity allowed: 20</Strong>",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000126,GR57477-CS,Size,Large,,Case,,Child Matrix Item,1000000123,57477,NDC Homecare LLC,Graham Medical,1000,CS,Case,1000/Case,74.44,78.162,96.772,,,,,,Graham Medical Elite Nitralon Gloves Large - 1000/cs,,,,,,,Supply Compression,"Nitralon Gloves, Blue, Large, 100/bx, 10 bx/cs&nbsp;&nbsp;<Strong style=""color:red"">Max weekly quantity allowed: 20</Strong>",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000127,GR53378-MI,,,,,,Parent Matrix Item,,53378,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Ems Barrier Fitted Sheet,"<p>The SnugFit® fitted design keeps sheet tight and flat on a stretcher to prevent slippage during patient movement and protected from contamination. Disposable, sewn, fitted emergency room sheet with elastic corner with high wet and dry strength characteristics for use on gurneys and emergency room mattresses. Creates a barrier between user and mattress.</p>","<p>The SnugFit® fitted design keeps sheet tight and flat on a stretcher to prevent slippage during patient movement and protected from contamination. Disposable, sewn, fitted emergency room sheet with elastic corner with high wet and dry strength characteristics for use on gurneys and emergency room mattresses. Creates a barrier between user and mattress.</p>",Graham Medical Ems Barrier Fitted Sheet|53378,"<meta name= ""description"" content=""Buy Graham Medical Ems Barrier Fitted Sheet at best price from medicaleshop.com"" /><meta name=""keywords"" content=""53378"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000128,GR61234-CS,Size|Color,40 x 89 inch,Blue,Case,,Child Matrix Item,1000000127,61234,NDC Homecare LLC,Graham Medical,25,CS,Case,25/Case,48.22,50.631,62.686,,,,,,"Graham Medical Ems Barrier Fitted Sheet Snugfit®, 40"" X 89"", Non-woven, Blue - 25/cs",,,,,,,Supply Compression,"SnugFit® Fitted Sheet, ER Barrier, 40"" x 89"", Non-Woven, Poly, Blue, 5/bg, 5bg/cs","[{""text"":""SnugFit®"",""tag"":""BRAND""},{""text"":""Non-Woven"",""tag"":""STERILE""}]",MES PART FORM,Walking Aids,Master
